+----------------------------------------+---------+-------------+-----------+------------+----------+-----------+----------------------------------------------------------+
| Name                                   | Density | Temperature | Viscosity | Luminosity | Rarity   | isGaseous | Block                                                    |
| liquidchorus                           |    1500 |         300 |      3000 |          0 | EPIC     |     false | integrateddynamics:block_liquid_chorus                   |
| liquiddeuterium                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| liquiddna                              |    1000 |         295 |      1000 |          0 | COMMON   |     false | gendustry:liquiddna                                      |
| liquidethene                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| liquidfusionfuel                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| liquidhelium                           |     150 |           4 |         1 |          0 | COMMON   |     false | nuclearcraft:fluid_liquidhelium                          |
| liquidhelium_nak                       |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_liquidhelium_nak                      |
| liquidhelium_nak_hot                   |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_liquidhelium_nak_hot                  |
| liquidhydrogen                         |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| liquidhydrogenchloride                 |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| liquidlithium                          |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| liquidoxygen                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| liquidsodium                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| liquidsulfurdioxide                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| liquidsulfurtrioxide                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| liquidtritium                          |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                        |
| lithium                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lithium                               |
| lithium6                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lithium6                              |
| lithium7                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lithium7                              |
| livingrock                             |    2000 |        1000 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| low_pressure_steam                     |     -10 |         800 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_low_pressure_steam                    |
| low_quality_steam                      |     -10 |         350 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_low_quality_steam                     |
| lubricant                              |     925 |         300 |      1000 |          0 | COMMON   |     false | immersivepetroleum:fluid_lubricant                       |
| lumium                                 |    1000 |        1000 |      1000 |          0 | UNCOMMON |     false | -                                                        |
| magnesium                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_magnesium                             |
| magnesium_nak                          |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_magnesium_nak                         |
| magnesium_nak_hot                      |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_magnesium_nak_hot                     |
| mana                                   |     600 |         350 |      6000 |         15 | EPIC     |     false | thermalfoundation:fluid_mana                             |
| manasteel                              |    2000 |         681 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_manasteel                         |
| manganese                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_manganese                             |
| manganese_dioxide                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_manganese_dioxide                     |
| manyullyn                              |    2000 |        1000 |     10000 |         10 | RARE     |     false | tconstruct:molten_manyullyn                              |
| marshmallow                            |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_marshmallow                           |
| mead                                   |    1034 |         300 |      1500 |          0 | COMMON   |     false | -                                                        |
| meat                                   |    3000 |         375 |      6000 |          0 | COMMON   |     false | industrialforegoing:meat                                 |
| melodic_alloy                          |    9000 |        1213 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_melodic_alloy                        |
| menrilresin                            |    1500 |         300 |      3000 |          0 | RARE     |     false | integrateddynamics:block_menril_resin                    |
| methanol                               |     800 |         300 |       800 |          0 | COMMON   |     false | nuclearcraft:fluid_methanol                              |
| mica                                   |    2000 |         900 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| milk                                   |    1200 |         300 |      1200 |          0 | COMMON   |     false | cyclicmagic:milk                                         |
| milk_chocolate                         |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_milk_chocolate                        |
| milk_friesian                          |     500 |         300 |      1000 |          0 | COMMON   |     false | animania:milk_friesian                                   |
| milk_goat                              |     500 |         300 |      1000 |          0 | COMMON   |     false | animania:milk_goat                                       |
| milk_holstein                          |     500 |         300 |      1000 |          0 | COMMON   |     false | animania:milk_holstein                                   |
| milk_jersey                            |     500 |         300 |      1000 |          0 | COMMON   |     false | animania:milk_jersey                                     |
| milk_sheep                             |     500 |         300 |      1000 |          0 | COMMON   |     false | animania:milk_sheep                                      |
| mirion                                 |    2000 |         777 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_mirion                            |
| mithril                                |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenmithril                               |
| molten_reinforced_pink_slime           |    2000 |        1000 |     10000 |         10 | COMMON   |     false | -                                                        |
| mushroom_stew                          |    2000 |         300 |      2000 |          0 | COMMON   |     false | -                                                        |
| mutagen                                |    1000 |         295 |      1000 |          0 | COMMON   |     false | gendustry:mutagen                                        |
| nak                                    |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_nak                                   |
| nak_hot                                |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_nak_hot                               |
| naoh                                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_naoh                                  |
| napalm                                 |    1000 |         300 |      4000 |          0 | COMMON   |     false | immersivepetroleum:fluid_napalm                          |
| neptunium_236                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_neptunium_236                         |
| neptunium_236_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_neptunium_236_fluoride                |
| neptunium_236_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_neptunium_236_fluoride_flibe          |
| neptunium_237                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_neptunium_237                         |
| neptunium_237_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_neptunium_237_fluoride                |
| neptunium_237_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_neptunium_237_fluoride_flibe          |
| neutron                                |   10000 |       10300 |        40 |          7 | COMMON   |     false | nuclearcraft:fluid_neutron                               |
| neutronium                             |    2000 |        3100 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| nickel                                 |    2000 |         727 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_nickel                                 |
| nitrogen                               |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_nitrogen                              |
| nutrient_distillation                  |    1500 |         300 |      3000 |          0 | COMMON   |     false | enderio:block_fluid_nutrient_distillation                |
| obsidian                               |    2000 |        1000 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_obsidian                               |
| oil                                    |    1000 |         300 |      2250 |          0 | COMMON   |     false | immersivepetroleum:fluid_crude_oil                       |
| oliveoil                               |     920 |         300 |      2000 |          0 | COMMON   |     false | rustic:olive_oil                                         |
| osgloglas                              |    2000 |        1300 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_osgloglas                         |
| osmiridium                             |    2000 |         840 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_osmiridium                        |
| osmium                                 |    2000 |        1516 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| oxygen                                 |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_oxygen                                |
| oxygen_difluoride                      |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_oxygen_difluoride                     |
| petrotheum                             |    4000 |         350 |      1500 |          0 | RARE     |     false | thermalfoundation:fluid_petrotheum                       |
| pigiron                                |    2000 |         600 |     10000 |         10 | EPIC     |     false | tconstruct:molten_pigiron                                |
| pink_metal                             |    2000 |        1600 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| plantoil                               |     925 |         300 |      2000 |          0 | COMMON   |     false | immersiveengineering:fluidplantoil                       |
| plasma                                 |      50 |       10000 |       100 |         15 | COMMON   |     false | nuclearcraft:fluid_plasma                                |
| platinum                               |    1000 |        1400 |      1000 |          0 | UNCOMMON |     false | -                                                        |
| plutonium                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium                             |
| plutonium_238                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_238                         |
| plutonium_238_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_238_fluoride                |
| plutonium_238_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_238_fluoride_flibe          |
| plutonium_239                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_239                         |
| plutonium_239_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_239_fluoride                |
| plutonium_239_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_239_fluoride_flibe          |
| plutonium_241                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_241                         |
| plutonium_241_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_241_fluoride                |
| plutonium_241_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_241_fluoride_flibe          |
| plutonium_242                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_242                         |
| plutonium_242_fluoride                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_242_fluoride                |
| plutonium_242_fluoride_flibe           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_242_fluoride_flibe          |
| plutonium_fluoride                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_fluoride                    |
| plutonium_fluoride_flibe               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_plutonium_fluoride_flibe              |
| poison                                 |    1000 |         300 |      1000 |          0 | COMMON   |     false | biomesoplenty:poison                                     |
| potassium                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_potassium                             |
| potassium_fluoride_solution            |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_potassium_fluoride_solution           |
| potassium_hydroxide_solution           |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_potassium_hydroxide_solution          |
| potion                                 |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                                        |
| potion_lingering                       |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                                        |
| potion_splash                          |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                                        |
| preheated_water                        |    1000 |         400 |       250 |          0 | COMMON   |     false | nuclearcraft:fluid_preheated_water                       |
| primal_metal                           |    2000 |        1760 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| protein                                |    1000 |         295 |      1000 |          0 | COMMON   |     false | gendustry:protein                                        |
| prudentium                             |    2000 |        1000 |     10000 |         10 | UNCOMMON |     false | mysticalagradditions:molten_prudentium                   |
| psimetal                               |    2000 |         696 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_psimetal                          |
| pulsating_iron                         |    9000 |        1405 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_pulsating_iron                       |
| purifying_fluid                        |    1000 |         300 |      1000 |          5 | RARE     |     false | thaumcraft:purifying_fluid                               |
| purpleslime                            |    1600 |         370 |      1600 |          0 | COMMON   |     false | tconstruct:purpleslime                                   |
| pyrotheum                              |    2000 |        5300 |      1200 |         15 | RARE     |     false | thermalfoundation:fluid_pyrotheum                        |
| quartz                                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_quartz                                |
| quartz_nak                             |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_quartz_nak                            |
| quartz_nak_hot                         |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_quartz_nak_hot                        |
| radaway                                |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_radaway                               |
| radaway_slow                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_radaway_slow                          |
| red_matter                             |    2000 |        3400 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| redstone                               |    1200 |         300 |      1500 |          7 | UNCOMMON |     false | thermalfoundation:fluid_redstone                         |
| redstone_alloy                         |    9000 |        1357 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_redstone_alloy                       |
| redstone_nak                           |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_redstone_nak                          |
| redstone_nak_hot                       |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_redstone_nak_hot                      |
| refined_biofuel                        |     750 |         300 |       800 |          0 | COMMON   |     false | -                                                        |
| refined_fuel                           |     750 |        4100 |       800 |          0 | COMMON   |     false | -                                                        |
| refined_glowstone                      |    2000 |        1350 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| refined_obsidian                       |    2000 |        2100 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| refined_oil                            |     800 |         300 |      1400 |          0 | COMMON   |     false | -                                                        |
| refinedcanolaoil                       |    1000 |         300 |      1000 |          0 | UNCOMMON |     false | actuallyadditions:block_refined_canola_oil               |
| refinedglowstone                       |    2000 |        1111 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_refinedglowstone                  |
| refinedobsidian                        |    2000 |         860 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_refinedobsidian                   |
| resin                                  |     900 |         300 |      3000 |          0 | COMMON   |     false | -                                                        |
| rocket_fuel                            |     900 |         300 |      1000 |          0 | COMMON   |     false | enderio:block_fluid_rocket_fuel                          |
| rocketfuel                             |     800 |         300 |      1500 |         10 | COMMON   |     false | advancedrocketry:rocketfuel                              |
| sand                                   |   50000 |         300 |     10000 |          0 | COMMON   |     false | biomesoplenty:sand                                       |
| sap                                    |    1050 |         300 |      1500 |          0 | COMMON   |     false | -                                                        |
| seed.oil                               |     885 |         295 |      5000 |          0 | COMMON   |     false | forestry:fluid.seed.oil                                  |
| seed_oil                               |     950 |         300 |      1300 |          0 | COMMON   |     false | -                                                        |
| sentient_metal                         |    2000 |        1300 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| sewage                                 |    3000 |         300 |      6000 |          0 | COMMON   |     false | industrialforegoing:sewage                               |
| short.mead                             |    1000 |         295 |      1200 |          0 | COMMON   |     false | forestry:fluid.short.mead                                |
| sic_vapor                              |     -10 |        1000 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_sic_vapor                             |
| signalum                               |    1000 |        1000 |      1000 |          0 | UNCOMMON |     false | -                                                        |
| silver                                 |    2000 |         480 |     10000 |         10 | RARE     |     false | tconstruct:molten_silver                                 |
| sky_stone                              |    2000 |        1250 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| slop                                   |    3000 |         300 |      7000 |          0 | COMMON   |     false | animania:slop                                            |
| sludge                                 |    3000 |         600 |      6000 |          0 | COMMON   |     false | industrialforegoing:sludge                               |
| sodium                                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_sodium                                |
| sodium_fluoride_solution               |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sodium_fluoride_solution              |
| sodium_hydroxide_solution              |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sodium_hydroxide_solution             |
| soularium                              |    9000 |         636 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_soularium                            |
| soulium                                |    2000 |        1000 |     10000 |         10 | UNCOMMON |     false | mysticalagradditions:molten_soulium                      |
| starmetal                              |    2000 |         999 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_starmetal                         |
| steam                                  |    1000 |         300 |      1000 |          0 | COMMON   |      true | advgenerators:steam                                      |
| steel                                  |    2000 |         681 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_steel                                  |
| stellar_alloy                          |    9000 |        1475 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_stellar_alloy                        |
| stone                                  |    2000 |         800 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_stone                                  |
| sugar                                  |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_sugar                                 |
| sulfur                                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_sulfur                                |
| sulfur_dioxide                         |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_sulfur_dioxide                        |
| sulfur_trioxide                        |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_sulfur_trioxide                       |
| sulfuric_acid                          |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sulfuric_acid                         |
| sulfuricacid                           |    1000 |        4000 |      1000 |          0 | COMMON   |     false | -                                                        |
| sunnarium                              |    2000 |        3000 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| superium                               |    2000 |        1000 |     10000 |         10 | UNCOMMON |     false | mysticalagradditions:molten_superium                     |
| supremium                              |    2000 |        1000 |     10000 |         10 | UNCOMMON |     false | mysticalagradditions:molten_supremium                    |
| syngas                                 |     -10 |        1000 |      1000 |          0 | COMMON   |      true | advgenerators:syngas                                     |
| syrup                                  |    1400 |         300 |      2500 |          0 | COMMON   |     false | -                                                        |
| terrasteel                             |    2000 |         760 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_terrasteel                        |
| thaumium                               |    2000 |         945 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_thaumium                          |
| thorium                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_thorium                               |
| thorium_230                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_thorium_230                           |
| thorium_230_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_thorium_230_fluoride                  |
| thorium_230_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_thorium_230_fluoride_flibe            |
| thorium_fluoride                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_thorium_fluoride                      |
| thorium_fluoride_flibe                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_thorium_fluoride_flibe                |
| tin                                    |    2000 |         350 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_tin                                    |
| tin_nak                                |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_tin_nak                               |
| tin_nak_hot                            |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_tin_nak_hot                           |
| titanium                               |    2000 |         790 |     10000 |         10 | UNCOMMON |     false | plustic:plustic.molten_titanium                          |
| tough                                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_tough                                 |
| tree_oil                               |     900 |         300 |      1200 |          0 | COMMON   |     false | -                                                        |
| tritium                                |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_tritium                               |
| universal_metal                        |    2000 |         420 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| unsweetened_chocolate                  |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_unsweetened_chocolate                 |
| uranium                                |    2000 |         600 |     10000 |          0 | COMMON   |     false | immersiveengineering:molten_uranium                      |
| uranium_233                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_233                           |
| uranium_233_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_233_fluoride                  |
| uranium_233_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_233_fluoride_flibe            |
| uranium_235                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_235                           |
| uranium_235_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_235_fluoride                  |
| uranium_235_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_235_fluoride_flibe            |
| uranium_238                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_238                           |
| uranium_238_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_238_fluoride                  |
| uranium_238_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_238_fluoride_flibe            |
| uranium_fluoride                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_fluoride                      |
| uranium_fluoride_flibe                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_uranium_fluoride_flibe                |
| vapor_of_levity                        |     -10 |           5 |       100 |          0 | COMMON   |      true | enderio:block_fluid_vapor_of_levity                      |
| vibrant_alloy                          |    9000 |         913 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_vibrant_alloy                        |
| vivid_alloy                            |    9000 |         923 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_vivid_alloy                          |
| void_metal                             |    2000 |        1120 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| water                                  |    1000 |         300 |      1000 |          0 | COMMON   |     false | minecraft:water                                          |
| wildberryjuice                         |    1070 |         300 |      1100 |          0 | COMMON   |     false | rustic:wildberry_juice                                   |
| wildberrywine                          |    1034 |         300 |      1500 |          0 | COMMON   |     false | -                                                        |
| wine                                   |    1034 |         300 |      1500 |          0 | COMMON   |     false | -                                                        |
| witchwater                             |    1000 |         300 |      1000 |          0 | COMMON   |     false | exnihilocreatio:witchwater                               |
| wyvern_metal                           |    2000 |        1200 |     10000 |         10 | UNCOMMON |     false | -                                                        |
| xpjuice                                |    1200 |         300 |      1200 |          0 | COMMON   |     false | cyclicmagic:xpjuice                                      |
| xu_demonic_metal                       |    1000 |        4000 |      1000 |          0 | COMMON   |     false | -                                                        |
| xu_enchanted_metal                     |    1000 |        1000 |      1000 |          0 | COMMON   |     false | -                                                        |
| xu_evil_metal                          |    1000 |        1000 |      1000 |          0 | COMMON   |     false | -                                                        |
| yellorium                              |     100 |         295 |       100 |         10 | UNCOMMON |     false | bigreactors:yellorium                                    |
| zinc                                   |    2000 |         375 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_zinc                                   |
+----------------------------------------+---------+-------------+-----------+------------+----------+-----------+----------------------------------------------------------+
| Name                                   | Density | Temperature | Viscosity | Luminosity | Rarity   | isGaseous | Block                                                    |
+----------------------------------------+---------+-------------+-----------+------------+----------+-----------+----------------------------------------------------------+
